0 3 0 0 59
1 5 0 59 58
2 11 1 118 24
3 18 0 142 43
4 21 0 186 25
5 25 1 212 23
6 27 0 235 26
7 30 0 262 27
8 34 0 290 52
9 39 0 342 52
10 42 0 394 62
11 48 1 457 22
12 54 0 480 33
13 56 0 513 23
14 63 0 537 44
15 66 0 581 51
16 73 1 633 44
17 78 1 677 47
18 84 0 725 25
19 90 0 751 21
20 95 0 772 47
21 100 0 820 62
22 101 0 882 18
23 106 1 900 29
24 112 0 930 19
25 116 0 949 17
26 121 0 967 45
27 126 1 1013 26
28 131 1 1040 59
29 136 0 1099 17
30 141 0 1116 36
31 147 1 1153 30
32 152 0 1183 61
33 156 1 1245 24
34 157 1 1270 43
35 163 0 1314 26
36 169 1 1340 42
37 176 1 1383 19
38 182 1 1403 59
39 187 0 1462 58
40 190 0 1521 17
41 195 0 1539 27
42 197 0 1566 60
43 199 0 1627 37
44 204 1 1665 32
45 209 0 1697 22
46 214 0 1719 21
47 218 0 1741 20
48 222 0 1761 24
49 228 0 1785 54
50 232 0 1840 29
51 237 0 1870 57
52 241 0 1927 25
53 247 0 1952 33
54 249 1 1986 21
55 255 0 2007 29
56 257 0 2036 52
57 261 1 2089 58
58 266 0 2147 30
59 269 0 2177 40
60 272 0 2218 51
61 275 0 2269 27
62 280 1 2296 50
63 282 0 2346 58
64 285 0 2405 55
65 290 0 2461 30
66 297 0 2491 43
67 300 0 2535 53
68 308 1 2588 51
69 310 0 2640 29
70 315 0 2670 50
71 318 0 2720 16
72 321 0 2737 55
73 327 0 2792 46
74 331 1 2839 41
75 335 1 2880 43
76 338 0 2923 40
77 343 0 2964 20
78 346 1 2984 26
79 353 1 3011 17
80 356 0 3029 42
81 359 1 3071 49
82 362 1 3121 58
83 367 0 3179 33
84 372 0 3213 54
85 377 0 3267 35
86 382 0 3303 53
87 386 0 3356 43
88 389 0 3399 57
89 395 0 3456 26
90 400 0 3483 27
91 406 1 3511 60
92 410 0 3572 45
93 413 0 3617 36
94 416 0 3654 48
95 423 0 3702 17
96 426 0 3719 43
97 431 0 3763 42
98 434 0 3806 36
99 438 0 3843 31
100 445 1 3875 25
101 451 0 3900 61
102 456 0 3961 46
103 461 0 4008 37
104 465 1 4046 56
105 469 1 4102 29
106 473 0 4131 46
107 479 0 4178 47
108 486 1 4226 38
109 491 0 4264 48
110 497 0 4313 46
111 503 1 4359 22
112 508 0 4381 36
113 514 0 4418 37
114 518 0 4455 33
115 524 1 4489 43
116 530 1 4533 35
