0 2 0 26214835 15
1 4 0 26215381 23
2 6 0 26217145 13
3 8 0 26215478 16
4 10 0 26218252 17
5 12 0 26214801 17
6 14 0 26216575 17
7 16 0 26214641 14
8 18 0 26215625 12
9 20 0 26217064 14
10 22 0 26214604 17
11 24 0 26216508 17
12 26 0 26217911 14
13 28 0 26216276 16
14 30 0 26218082 10
15 32 0 26215404 15
16 34 0 26216489 18
17 36 0 26214777 25
18 38 0 26218133 19
19 40 0 26217842 18
20 42 1 26216971 9
21 44 0 26215651 10
22 46 0 26217476 13
23 48 0 26218410 14
24 50 0 26215378 19
25 52 0 26217108 16
26 54 0 26217928 10
27 56 0 26216020 18
28 58 0 26217942 15
29 60 0 26218429 17
30 62 0 26216313 15
31 64 0 26214728 18
32 66 0 26215567 17
33 68 0 26216564 14
34 70 0 26214906 13
35 72 0 26216644 14
36 74 0 26217165 16
37 76 1 26216599 20
38 78 0 26215238 17
39 80 1 26216887 22
40 82 0 26214417 15
41 84 0 26217874 11
42 86 0 26215882 14
43 88 0 26218455 20
44 90 0 26218030 16
45 92 0 26217084 19
46 94 0 26214905 11
47 96 0 26216457 14
48 98 0 26215286 13
49 100 0 26216525 15
50 102 0 26218136 10
51 104 0 26217790 24
52 106 0 26218240 15
53 108 0 26215521 14
54 110 1 26214824 18
55 112 0 26218109 17
56 114 1 26214635 14
57 116 0 26216696 21
58 118 0 26216706 19
59 120 0 26214527 9
60 122 0 26217164 14
61 124 0 26218042 11
62 126 1 26214621 17
63 128 0 26215031 20
64 130 0 26216683 16
65 132 0 26214565 15
66 134 0 26217590 16
67 136 0 26216866 14
68 138 0 26215261 15
69 140 0 26216517 16
70 142 0 26216057 13
71 144 0 26216924 15
72 146 0 26216227 14
73 148 0 26216344 22
74 150 0 26215128 18
75 152 0 26216231 21
76 154 0 26216911 12
77 156 0 26217725 15
78 158 0 26214678 19
79 160 0 26216733 14
80 162 0 26217128 17
81 164 0 26218060 18
82 166 0 26214886 13
83 168 0 26215128 17
84 170 0 26217542 11
85 172 0 26216437 15
86 174 0 26218162 17
87 176 0 26215392 16
88 178 0 26216482 15
89 180 0 26215008 18
90 182 0 26214684 14
91 184 0 26217982 16
92 186 1 26214444 14
93 188 0 26216146 16
94 190 1 26217834 10
95 192 0 26218043 20
96 194 0 26214959 16
97 196 0 26216989 14
98 198 0 26216084 13
99 200 0 26215715 16
100 202 0 26218321 17
101 204 0 26215196 19
102 206 0 26217385 15
103 208 0 26216779 11
104 210 1 26214914 17
105 212 0 26217681 13
106 214 0 26215861 17
107 216 0 26215908 15
108 218 0 26216964 13
109 220 0 26215383 16
110 222 0 26215451 14
111 224 0 26217487 13
112 226 0 26216536 16
113 228 0 26215041 18
114 230 0 26217722 5
115 232 0 26218274 19
116 234 0 26217690 18
117 236 0 26218213 10
118 238 0 26215934 13
119 240 1 26217188 20
120 242 0 26214807 18
121 244 0 26216112 15
122 246 0 26217047 13
123 248 0 26214609 16
124 250 0 26216319 18
125 252 0 26214524 18
126 254 1 26218221 14
127 256 0 26217821 13
128 258 0 26215525 12
129 260 0 26218073 19
130 262 0 26216144 25
131 264 0 26217445 19
132 266 0 26217026 17
133 268 0 26215131 19
134 270 0 26216274 14
135 272 0 26217183 17
136 274 0 26215295 14
137 276 0 26215433 17
138 278 0 26215190 17
139 280 0 26214408 13
140 282 0 26218215 17
141 284 0 26217441 14
142 286 0 26218249 22
143 288 0 26216677 11
144 290 0 26214872 13
145 292 0 26214559 17
146 294 0 26218435 14
147 296 0 26217825 17
148 298 0 26215974 15
149 300 0 26215271 10
150 302 0 26218428 18
151 304 0 26216892 20
152 306 1 26215218 8
153 308 0 26217632 14
154 310 0 26214936 14
155 312 0 26215681 15
156 314 0 26215380 15
157 316 0 26217711 14
158 318 0 26217531 13
159 320 1 26218143 18
160 322 0 26216093 17
161 324 0 26217039 16
162 326 0 26216735 20
163 328 0 26217977 8
164 330 0 26215586 14
165 332 0 26218339 15
166 334 0 26217134 18
167 336 0 26215096 22
168 338 0 26214847 10
169 340 0 26217292 19
170 342 0 26217153 16
171 344 0 26217095 13
172 346 1 26217510 16
173 348 0 26217652 20
174 350 0 26214575 17
175 352 0 26215788 17
176 354 0 26216719 20
177 356 1 26216303 19
178 358 0 26218241 13
179 360 0 26218472 17
180 362 0 26215635 22
181 364 1 26214897 7
182 366 0 26214778 16
183 368 0 26214779 19
184 370 0 26215897 15
185 372 0 26216338 15
186 374 0 26217411 18
187 376 0 26216157 12
188 378 0 26215015 16
189 380 0 26214844 16
190 382 0 26218135 15
191 384 0 26216257 16
192 386 0 26216070 20
193 388 0 26214559 16
194 390 0 26215360 16
195 392 0 26216367 12
196 394 0 26215605 15
197 396 0 26218120 12
198 398 0 26214868 19
199 400 0 26217999 16
200 402 0 26217660 18
201 404 0 26215354 19
202 406 0 26216510 16
203 408 0 26215723 15
204 410 0 26215014 15
205 412 0 26217764 16
206 414 0 26217016 15
207 416 0 26215323 15
208 418 1 26216481 18
209 420 0 26216233 18
210 422 0 26215632 19
211 424 1 26214971 15
212 426 0 26218418 9
213 428 0 26218293 14
214 430 0 26215624 15
215 432 0 26216963 19
216 434 0 26216982 16
217 436 0 26216366 14
218 438 0 26217545 13
219 440 0 26217318 18
220 442 0 26214949 11
221 444 1 26216588 16
222 446 0 26216514 17
223 448 0 26217082 20
224 450 0 26216261 16
225 452 0 26215136 15
226 454 0 26216994 11
227 456 0 26215890 17
228 458 1 26214449 13
229 460 0 26216528 15
230 462 0 26215304 15
231 464 0 26218410 18
232 466 1 26214608 17
233 468 1 26215467 17
234 470 0 26214687 19
235 472 0 26217725 14
236 474 0 26215806 17
237 476 0 26215622 16
238 478 0 26217678 17
239 480 0 26215700 20
240 482 0 26215012 10
241 484 0 26218292 17
242 486 0 26214757 20
243 488 0 26216105 17
244 490 0 26215840 23
245 492 0 26217903 8
246 494 0 26214419 22
247 496 0 26216013 13
248 498 1 26215527 16
249 500 1 26218372 15
250 502 0 26214790 12
251 504 1 26218161 18
252 506 0 26218012 18
253 508 0 26215195 12
254 510 0 26217561 19
255 512 0 26214848 16
256 514 1 26214881 15
